epoch,accuracy,loss,mean_absolute_error,val_accuracy,val_loss,val_mean_absolute_error
0,0.0,6.47551965713501,0.5866928100585938,0.0,4.565906524658203,0.5099399089813232
1,0.0,6.289018630981445,0.6148117184638977,0.0,4.77414083480835,0.5139813423156738
2,0.0,6.091161251068115,0.608724057674408,0.0,4.817849636077881,0.49961161613464355
3,0.0,6.0608391761779785,0.6047362089157104,0.0,4.668978691101074,0.49495232105255127
4,0.0,5.83798360824585,0.592318594455719,0.0,4.703838348388672,0.4933384954929352
5,0.0,5.731779098510742,0.5786142349243164,0.0,4.694580554962158,0.5018176436424255
6,0.0,5.644526958465576,0.5788233280181885,0.0,4.736082077026367,0.4962352514266968
7,0.0,5.6009039878845215,0.5702576041221619,0.0,4.688870906829834,0.49787503480911255
8,0.0,5.521868705749512,0.5660295486450195,0.0,4.622047424316406,0.4866960644721985
9,0.0,5.344718933105469,0.5344439744949341,0.0,4.638698577880859,0.4996325671672821
10,0.0,5.50786828994751,0.5643863081932068,0.0,4.667705059051514,0.5002763271331787
11,0.0,5.416144847869873,0.5488201975822449,0.0,4.676713943481445,0.5018535852432251
12,0.0,5.403085231781006,0.549068808555603,0.0,4.624276161193848,0.49797236919403076
13,0.0,5.266211032867432,0.5153837203979492,0.0,4.719024181365967,0.5012893676757812
14,0.0,5.286486625671387,0.5299290418624878,0.0,4.559280872344971,0.4961392879486084
15,0.0,5.17623233795166,0.5064873099327087,0.0,4.546751499176025,0.49694588780403137
16,0.0,5.050158977508545,0.48615264892578125,0.0,4.547221660614014,0.49951186776161194
17,0.0,4.956020832061768,0.4579404592514038,0.0,4.546509265899658,0.4986479878425598
18,0.0,4.893315315246582,0.4474884271621704,0.0,4.498904228210449,0.4983636140823364
19,0.0,4.9133219718933105,0.4467497169971466,0.0,4.51777458190918,0.5021397471427917
20,0.0,4.81569242477417,0.412361741065979,0.0,4.526695728302002,0.5033632516860962
21,0.0,4.806509971618652,0.4151342809200287,0.0,4.46591329574585,0.5049194097518921
22,0.0,4.586861610412598,0.36738085746765137,0.0,4.4351983070373535,0.4927879273891449
23,0.0,4.611464023590088,0.3656061589717865,0.0,4.4936442375183105,0.4987490773200989
24,0.0,4.446356773376465,0.3267967700958252,0.0,4.4668498039245605,0.5021543502807617
25,0.0,4.376000881195068,0.3091409206390381,0.0,4.525710105895996,0.5065815448760986
26,0.0,4.326990127563477,0.29454728960990906,0.0,4.377920150756836,0.5025803446769714
27,0.0,4.350244998931885,0.3021950423717499,0.0,4.397976398468018,0.5042368173599243
28,0.0,4.314187526702881,0.2835216820240021,0.0,4.337162017822266,0.4955372214317322
29,0.0,4.1266560554504395,0.23232534527778625,0.0,4.303018093109131,0.4961521625518799
30,0.0,4.064896106719971,0.22760725021362305,0.0,4.3264241218566895,0.49436336755752563
31,0.0,4.078066349029541,0.2318393886089325,0.0,4.335632801055908,0.5009700655937195
32,0.0,4.014374732971191,0.21468287706375122,0.0,4.376055717468262,0.49282169342041016
33,0.0,3.97253155708313,0.20634394884109497,0.0,4.3071980476379395,0.49138501286506653
34,0.0,3.8577020168304443,0.17758123576641083,0.0,4.340855598449707,0.49103686213493347
35,0.0,3.8967087268829346,0.18421977758407593,0.0,4.266719818115234,0.4926302433013916
36,0.0,3.843641519546509,0.18027986586093903,0.0,4.271251201629639,0.49310675263404846
37,0.0,3.891587734222412,0.19882124662399292,0.0,4.432891845703125,0.494080126285553
38,0.0,3.7677977085113525,0.1634952425956726,0.0,4.280075550079346,0.5057240724563599
39,0.0,3.6967270374298096,0.14601309597492218,0.0,4.4255475997924805,0.49236151576042175
40,0.0,3.627984046936035,0.13401639461517334,0.0,4.137167453765869,0.5022662878036499
41,0.0,3.768744707107544,0.17211413383483887,0.0,4.326337814331055,0.49271342158317566
42,0.0,3.7018909454345703,0.16223745048046112,0.0,4.087609767913818,0.5038337111473083
43,0.0,3.5335659980773926,0.11376791447401047,0.0,4.177576065063477,0.49827730655670166
44,0.0,3.649728775024414,0.13833719491958618,0.0,4.123419284820557,0.4929550588130951
45,0.0,3.5655040740966797,0.12432707101106644,0.0,4.189628601074219,0.4853297770023346
46,0.0,3.439164876937866,0.09240571409463882,0.0,4.033455848693848,0.4970918893814087
47,0.0,3.482459783554077,0.10539296269416809,0.0,4.0703125,0.4981597661972046
48,0.0,3.389190912246704,0.08167202025651932,0.0,4.0333685874938965,0.5008717179298401
49,0.0,3.439096212387085,0.09610070288181305,0.0,4.011341571807861,0.508195161819458
50,0.0,3.463467597961426,0.10525087267160416,0.0,4.0530900955200195,0.5131390690803528
51,0.0,3.413784980773926,0.09913071990013123,0.0,4.113851547241211,0.5132047533988953
52,0.0,3.3239645957946777,0.07095825672149658,0.0,4.020886421203613,0.5148299932479858
