epoch,accuracy,loss,mean_absolute_error,val_accuracy,val_loss,val_mean_absolute_error
0,0.0,6.5030388832092285,0.6194026470184326,0.0,4.563471794128418,0.49244558811187744
1,0.0,6.315473556518555,0.6187101602554321,0.0,4.781364917755127,0.5032800436019897
2,0.0,6.0917067527771,0.6124895215034485,0.0,4.9635910987854,0.5024424195289612
3,0.0,5.955041885375977,0.6082197427749634,0.0,4.836115837097168,0.5008826851844788
4,0.0,5.950188159942627,0.6172851920127869,0.0,4.719287395477295,0.5142160058021545
5,0.0,5.822725296020508,0.594701886177063,0.0,4.744019985198975,0.5112857222557068
6,0.0,5.732861042022705,0.5924988985061646,0.0,4.7810378074646,0.5143328905105591
7,0.0,5.682210445404053,0.5979478359222412,0.0,4.759975910186768,0.5059770345687866
8,0.0,5.586828231811523,0.5787720680236816,0.0,4.708707809448242,0.511039137840271
9,0.0,5.520013809204102,0.5697451829910278,0.0,4.713357925415039,0.5122313499450684
10,0.0,5.4149041175842285,0.5529403686523438,0.0,4.688197612762451,0.5045080780982971
11,0.0,5.389169692993164,0.5519163012504578,0.0,4.658755302429199,0.506714940071106
12,0.0,5.318333148956299,0.539563775062561,0.0,4.625252723693848,0.49795395135879517
13,0.0,5.231533050537109,0.5225107669830322,0.0,4.646583080291748,0.5083060264587402
14,0.0,5.313180446624756,0.5287847518920898,0.0,4.615932941436768,0.5015316009521484
15,0.0,5.189638614654541,0.5133477449417114,0.0,4.584972381591797,0.5036721229553223
16,0.0,5.009515762329102,0.4740189015865326,0.0,4.626260757446289,0.506079912185669
17,0.0,5.133159637451172,0.5000767707824707,0.0,4.57513427734375,0.5155764222145081
18,0.0,4.925411701202393,0.44906529784202576,0.0,4.668112754821777,0.5203938484191895
19,0.0,4.812833309173584,0.4223901331424713,0.0,4.570617198944092,0.5199379920959473
20,0.0,4.742281913757324,0.4110679626464844,0.0,4.561387062072754,0.5131430625915527
21,0.0,4.691799640655518,0.3922595679759979,0.0,4.457253456115723,0.5254461169242859
22,0.0,4.750020980834961,0.39986786246299744,0.0,4.444103240966797,0.5080048441886902
23,0.0,4.555411338806152,0.36147260665893555,0.0,4.4521164894104,0.5089620351791382
24,0.0,4.485062599182129,0.3529304265975952,0.0,4.411418914794922,0.5003983974456787
25,0.0,4.529540061950684,0.35616570711135864,0.0,4.452199935913086,0.5035591721534729
26,0.0,4.357626438140869,0.3128036558628082,0.0,4.548637390136719,0.5031330585479736
27,0.0,4.324246406555176,0.3031056225299835,0.0,4.408425331115723,0.5119320750236511
28,0.0,4.258087635040283,0.3038158714771271,0.0,4.319333076477051,0.513663649559021
29,0.0,4.081997394561768,0.23885992169380188,0.0,4.668363571166992,0.5030453205108643
