epoch,accuracy,loss,mean_absolute_error,val_accuracy,val_loss,val_mean_absolute_error
0,0.004000000189989805,18.215412139892578,0.6609750986099243,0.0,5.027844429016113,0.49901676177978516
1,0.0,16.168190002441406,0.6828285455703735,0.0,5.110013961791992,0.4960658550262451
2,0.0,15.753589630126953,0.6919811964035034,0.0,4.752553462982178,0.4957895278930664
3,0.0,13.12021255493164,0.6487681269645691,0.0,4.765319347381592,0.5012789368629456
4,0.0,13.186063766479492,0.6733039617538452,0.0,4.679351806640625,0.5001976490020752
5,0.0,13.490700721740723,0.6879680156707764,0.0,4.758913516998291,0.49832072854042053
6,0.0,11.944836616516113,0.6532812714576721,0.0,4.747016429901123,0.49329516291618347
7,0.0,11.608750343322754,0.6608905792236328,0.0,4.648368835449219,0.4968869090080261
8,0.0,11.046663284301758,0.664002537727356,0.0,4.620057106018066,0.4961235821247101
9,0.0,12.113481521606445,0.6796208620071411,0.0,4.655673027038574,0.4973674714565277
10,0.0,10.200239181518555,0.6735199689865112,0.0,4.6156792640686035,0.4984339773654938
11,0.0,10.857267379760742,0.6935912370681763,0.0,4.583868026733398,0.49876731634140015
12,0.0,9.482170104980469,0.6835289597511292,0.0,4.57102108001709,0.4973997473716736
13,0.0,9.168851852416992,0.6748436689376831,0.0,4.557525157928467,0.49588558077812195
14,0.0,8.425081253051758,0.6596665382385254,0.0,4.544712066650391,0.4942256808280945
15,0.0,8.560582160949707,0.6741834282875061,0.0,4.567950248718262,0.4994121193885803
16,0.0,8.835810661315918,0.6824101209640503,0.0,4.551120758056641,0.5004792213439941
17,0.0,7.795970916748047,0.6699012517929077,0.0,4.5427470207214355,0.49882519245147705
18,0.0,7.900449752807617,0.6661429405212402,0.0,4.547250270843506,0.49909356236457825
19,0.0,7.791207313537598,0.669076681137085,0.0,4.536160469055176,0.5001739859580994
20,0.0,7.386343002319336,0.6641839146614075,0.0,4.532731533050537,0.5006063580513
21,0.0,7.179490566253662,0.6571875810623169,0.0,4.531784534454346,0.5013903975486755
22,0.0,7.563772201538086,0.6781336665153503,0.0,4.52759313583374,0.5009744763374329
23,0.0,7.494842052459717,0.6810206174850464,0.0,4.525094985961914,0.5006533265113831
24,0.0,7.162530422210693,0.6768674850463867,0.0,4.521964073181152,0.5007960200309753
25,0.0,7.171427249908447,0.6725589036941528,0.0,4.518895149230957,0.500724732875824
26,0.0,7.005771160125732,0.6737971305847168,0.0,4.517998218536377,0.5018192529678345
27,0.0,6.860891342163086,0.6659996509552002,0.0,4.512012958526611,0.5010617971420288
28,0.0,6.786981105804443,0.6694236993789673,0.0,4.509077548980713,0.5016000866889954
29,0.0,6.757054328918457,0.6683326959609985,0.0,4.502511978149414,0.500857412815094
30,0.0,6.679577827453613,0.6663024425506592,0.0,4.500056743621826,0.5016352534294128
31,0.0,6.6303324699401855,0.662933349609375,0.0,4.492406845092773,0.5011389255523682
32,0.0,6.598372936248779,0.6638039946556091,0.0,4.486133575439453,0.5006386041641235
33,0.0,6.568690776824951,0.6611689925193787,0.0,4.4786787033081055,0.5006044507026672
34,0.0,6.690462112426758,0.6720299124717712,0.0,4.470364093780518,0.5004909038543701
35,0.0,6.591034889221191,0.6675949692726135,0.0,4.463098526000977,0.5002844333648682
36,0.0,6.640520095825195,0.6705610156059265,0.0,4.457854747772217,0.4998961389064789
37,0.0,6.521371841430664,0.6637002229690552,0.0,4.446159839630127,0.5003755688667297
38,0.0,6.527109146118164,0.6644839644432068,0.0,4.433327674865723,0.4997110366821289
39,0.0,6.532186985015869,0.6683688759803772,0.0,4.428010940551758,0.5010538697242737
40,0.0,6.575250625610352,0.6704298853874207,0.0,4.410065650939941,0.49925339221954346
41,0.0,6.528882026672363,0.6682171821594238,0.0,4.401362895965576,0.5001163482666016
42,0.0,6.4288249015808105,0.6656996607780457,0.0,4.3883843421936035,0.4994511008262634
43,0.0,6.546670913696289,0.6721657514572144,0.0,4.3713555335998535,0.5002636313438416
44,0.0,6.36969518661499,0.6635162234306335,0.0,4.3609299659729,0.5008688569068909
45,0.0,6.388545036315918,0.6688441634178162,0.0,4.342741966247559,0.5003330111503601
46,0.0,6.42616081237793,0.6721394062042236,0.0,4.332634925842285,0.500774621963501
47,0.0,6.34808349609375,0.6702242493629456,0.0,4.314197540283203,0.5008354783058167
48,0.0,6.368986129760742,0.6715903878211975,0.0,4.297625541687012,0.4999461770057678
49,0.0,6.344808101654053,0.6707716584205627,0.0,4.27152681350708,0.5002892017364502
50,0.0,6.3675642013549805,0.673004686832428,0.0,4.245619297027588,0.5008645057678223
51,0.0,6.299485683441162,0.6725070476531982,0.0,4.219980239868164,0.5009366273880005
52,0.0,6.175572395324707,0.6671382784843445,0.0,4.198251724243164,0.5007392764091492
53,0.0,6.338179588317871,0.6770333051681519,0.0,4.1727728843688965,0.5009812712669373
54,0.0,6.173565864562988,0.6716479659080505,0.0,4.1380438804626465,0.5000222325325012
55,0.0,6.1829705238342285,0.674175500869751,0.0,4.11239767074585,0.4999810457229614
56,0.0,6.096243858337402,0.6698758006095886,0.0,4.086543560028076,0.5002624988555908
57,0.0,6.1219377517700195,0.6724837422370911,0.0,4.062143325805664,0.5007165670394897
58,0.0,6.064866542816162,0.6711894869804382,0.0,4.037081718444824,0.500514566898346
59,0.0,6.03239631652832,0.6701030135154724,0.0,4.011139392852783,0.5004125833511353
60,0.0,6.033962249755859,0.6738438010215759,0.0,3.986967086791992,0.5004045963287354
61,0.0,5.962896823883057,0.6704431176185608,0.0,3.964045524597168,0.500557541847229
62,0.0,5.94749641418457,0.6686082482337952,0.0,3.9407198429107666,0.5000925064086914
63,0.0,5.9619622230529785,0.6732202172279358,0.0,3.9116735458374023,0.5004788041114807
64,0.0,5.825942516326904,0.6661554574966431,0.0,3.8946969509124756,0.5003283023834229
