epoch,accuracy,loss,mean_absolute_error,val_accuracy,val_loss,val_mean_absolute_error
0,0.019999999552965164,15.871798515319824,0.6110668778419495,0.0,7.486691951751709,0.5000225305557251
1,0.0,10.691750526428223,0.5297760963439941,0.0,7.185192108154297,0.5129972100257874
2,0.0020000000949949026,8.136356353759766,0.41233476996421814,0.0,6.438354015350342,0.47837650775909424
3,0.02199999988079071,6.690118312835693,0.331773579120636,0.0,6.854271411895752,0.515819787979126
4,0.04800000041723251,5.5669636726379395,0.2125517576932907,0.0,9.195404052734375,0.5024217963218689
5,0.03400000184774399,5.7462334632873535,0.2647852897644043,0.0,7.588683605194092,0.4630531370639801
6,0.10999999940395355,4.3436665534973145,0.1510125994682312,0.0,9.433265686035156,0.4956260919570923
7,0.04800000041723251,7.263111114501953,0.2839784324169159,0.0,6.197161674499512,0.5046607851982117
8,0.06400000303983688,6.230424880981445,0.2576964199542999,0.0,11.093153953552246,0.5003962516784668
9,0.10999999940395355,5.417898178100586,0.20398199558258057,0.0,10.482048034667969,0.5005908012390137
10,0.257999986410141,4.649488925933838,0.10790908336639404,0.009999999776482582,6.880273342132568,0.5385052561759949
11,0.11599999666213989,6.007862091064453,0.21666429936885834,0.0,7.922609329223633,0.4945717751979828
12,0.11800000071525574,6.066123008728027,0.23731666803359985,0.0,6.660629749298096,0.4782603979110718
13,0.18199999630451202,5.16341495513916,0.13260622322559357,0.0,18.172199249267578,0.5
14,0.20399999618530273,5.374713897705078,0.15658344328403473,0.0,17.909452438354492,0.5
15,0.23199999332427979,4.541173934936523,0.08398502320051193,0.029999999329447746,7.457431793212891,0.5170081853866577
16,0.23800000548362732,5.388912677764893,0.12041809409856796,0.0,8.873759269714355,0.49156540632247925
17,0.25999999046325684,5.027883529663086,0.10903295129537582,0.0,13.158251762390137,0.5013338327407837
18,0.24199999868869781,5.065629005432129,0.12674976885318756,0.0,13.531373023986816,0.495930939912796
19,0.37400001287460327,4.436767101287842,0.04127448424696922,0.0,7.620738983154297,0.5720015168190002
20,0.3799999952316284,4.2051310539245605,0.023862095549702644,0.07000000029802322,10.944258689880371,0.5355029702186584
21,0.3100000023841858,5.700336933135986,0.11362715810537338,0.5,21.632474899291992,0.5
22,0.16599999368190765,6.519443035125732,0.20086616277694702,0.0,20.228858947753906,0.5
23,0.22599999606609344,6.158490180969238,0.1730087250471115,0.0,17.561613082885742,0.5000002384185791
24,0.2460000067949295,5.726168155670166,0.1306520402431488,0.0,8.875295639038086,0.5587460994720459
25,0.3799999952316284,4.53059196472168,0.03054264560341835,0.0,8.585097312927246,0.4928748309612274
26,0.3840000033378601,4.330761909484863,0.008642842061817646,0.0,8.530067443847656,0.5465810894966125
27,0.4020000100135803,4.206625938415527,0.003452584845945239,0.0,26.192611694335938,0.5
28,0.4099999964237213,4.088474750518799,0.001512732356786728,0.0,7.522784233093262,0.5908838510513306
29,0.5,3.950453758239746,0.000266275426838547,0.009999999776482582,7.36586856842041,0.5972620248794556
